,word,neg,neu,pos,compound
13128,draftsman,0.0,1.0,0.0,0.0
13129,biplicity,0.0,1.0,0.0,0.0
13130,chachalaca,0.0,1.0,0.0,0.0
13131,materialism,0.0,1.0,0.0,0.0
13132,prest,0.0,1.0,0.0,0.0
13133,jackal,0.0,1.0,0.0,0.0
13134,yend,0.0,1.0,0.0,0.0
13135,acid process,0.0,1.0,0.0,0.0
13136,zooesperm,0.0,1.0,0.0,0.0
13137,awayward,0.0,1.0,0.0,0.0
13138,abord,0.0,1.0,0.0,0.0
13139,melanuric,0.0,1.0,0.0,0.0
13140,mesmerism,0.0,1.0,0.0,0.0
13141,intermeddlesome,0.0,1.0,0.0,0.0
13142,maybird,0.0,1.0,0.0,0.0
13143,isomorphism,0.0,1.0,0.0,0.0
13144,carousing,0.0,1.0,0.0,0.0
13145,aland,0.0,1.0,0.0,0.0
13146,aphanitic,0.0,1.0,0.0,0.0
13147,rockwood,0.0,1.0,0.0,0.0
13148,samare,0.0,1.0,0.0,0.0
13149,surface,0.0,1.0,0.0,0.0
13150,demilancer,0.0,1.0,0.0,0.0
13151,vindictive,0.0,1.0,0.0,0.0
13152,laton,0.0,1.0,0.0,0.0
13153,besaile,0.0,1.0,0.0,0.0
13154,mowyer,0.0,1.0,0.0,0.0
13155,cover crop,0.0,1.0,0.0,0.0
13156,planted,0.0,1.0,0.0,0.0
13157,laniation,0.0,1.0,0.0,0.0
13158,almeh,0.0,1.0,0.0,0.0
13159,poop,0.0,1.0,0.0,0.0
13160,maggotish,0.0,1.0,0.0,0.0
13161,brutalism,0.0,1.0,0.0,0.0
13162,straight-joint,0.0,1.0,0.0,0.0
13163,mends,0.0,1.0,0.0,0.0
13164,rhomboid-ovate,0.0,1.0,0.0,0.0
13165,inofficially,0.0,1.0,0.0,0.0
13166,bankeress,0.0,1.0,0.0,0.0
13167,tayra,0.0,1.0,0.0,0.0
13168,superb,0.0,0.0,1.0,0.6249
13169,pilon,0.0,1.0,0.0,0.0
13170,proscriptionist,0.0,1.0,0.0,0.0
13171,applaud,0.0,0.0,1.0,0.4588
13172,vizard,0.0,1.0,0.0,0.0
13173,sengreen,0.0,1.0,0.0,0.0
13174,bichloride,0.0,1.0,0.0,0.0
13175,thrackscat,0.0,1.0,0.0,0.0
13176,disgruntle,0.0,1.0,0.0,0.0
13177,sheepbite,0.0,1.0,0.0,0.0
13178,puggaree,0.0,1.0,0.0,0.0
13179,sackbut,0.0,1.0,0.0,0.0
13180,onycha,0.0,1.0,0.0,0.0
13181,scriptory,0.0,1.0,0.0,0.0
13182,blithely,0.0,1.0,0.0,0.0
13183,contortionist,0.0,1.0,0.0,0.0
13184,abatement,0.0,1.0,0.0,0.0
13185,bacchanalia,0.0,1.0,0.0,0.0
13186,clapcake,0.0,1.0,0.0,0.0
13187,somber,1.0,0.0,0.0,-0.4215
13188,antibody,0.0,1.0,0.0,0.0
13189,amenable,0.0,1.0,0.0,0.0
13190,omniscient,0.0,1.0,0.0,0.0
13191,hood molding,0.0,1.0,0.0,0.0
13192,shadrach,0.0,1.0,0.0,0.0
13193,after damp,0.0,1.0,0.0,0.0
13194,antiscorbutic,0.0,1.0,0.0,0.0
13195,defiliation,0.0,1.0,0.0,0.0
13196,gratifier,0.0,1.0,0.0,0.0
13197,selenide,0.0,1.0,0.0,0.0
13198,sing,0.0,1.0,0.0,0.0
13199,latence,0.0,1.0,0.0,0.0
13200,carac,0.0,1.0,0.0,0.0
13201,donnat,0.0,1.0,0.0,0.0
13202,indetermined,0.0,1.0,0.0,0.0
13203,implorator,0.0,1.0,0.0,0.0
13204,broken-bellied,0.0,1.0,0.0,0.0
13205,ischiac,0.0,1.0,0.0,0.0
13206,fleshmonger,0.0,1.0,0.0,0.0
13207,atlantides,0.0,1.0,0.0,0.0
13208,scioptics,0.0,1.0,0.0,0.0
13209,pleuroptera,0.0,1.0,0.0,0.0
13210,shragger,0.0,1.0,0.0,0.0
13211,synthesis,0.0,1.0,0.0,0.0
13212,bloodstroke,0.0,1.0,0.0,0.0
13213,exterminatory,0.0,1.0,0.0,0.0
13214,mutch,0.0,1.0,0.0,0.0
13215,dissentation,0.0,1.0,0.0,0.0
13216,arrected,0.0,1.0,0.0,0.0
13217,intercolline,0.0,1.0,0.0,0.0
13218,lied,1.0,0.0,0.0,-0.3818
13219,refuse,1.0,0.0,0.0,-0.296
13220,orchesography,0.0,1.0,0.0,0.0
13221,efficience,0.0,1.0,0.0,0.0
13222,tabularization,0.0,1.0,0.0,0.0
13223,offtake,0.0,1.0,0.0,0.0
13224,matagasse,0.0,1.0,0.0,0.0
13225,perineal,0.0,1.0,0.0,0.0
13226,egoity,0.0,1.0,0.0,0.0
13227,compression projectile,0.0,1.0,0.0,0.0
13228,meconin,0.0,1.0,0.0,0.0
13229,serpent,0.0,1.0,0.0,0.0
13230,lamaism,0.0,1.0,0.0,0.0
13231,hippogriff,0.0,1.0,0.0,0.0
13232,internodal,0.0,1.0,0.0,0.0
13233,nonsuch,0.0,1.0,0.0,0.0
13234,bog,0.0,1.0,0.0,0.0
13235,blending,0.0,1.0,0.0,0.0
13236,pressurage,0.0,1.0,0.0,0.0
13237,molding,0.0,1.0,0.0,0.0
13238,clayey,0.0,1.0,0.0,0.0
13239,paleozoic,0.0,1.0,0.0,0.0
13240,seventh,0.0,1.0,0.0,0.0
13241,maybloom,0.0,1.0,0.0,0.0
13242,quirkish,0.0,1.0,0.0,0.0
13243,unsighted,0.0,1.0,0.0,0.0
13244,leaky,0.0,1.0,0.0,0.0
13245,ouretic,0.0,1.0,0.0,0.0
13246,chemist,0.0,1.0,0.0,0.0
13247,grabber,0.0,1.0,0.0,0.0
13248,readept,0.0,1.0,0.0,0.0
13249,by-view,0.0,1.0,0.0,0.0
13250,compulsatory,0.0,1.0,0.0,0.0
13251,troul,0.0,1.0,0.0,0.0
13252,ethnarch,0.0,1.0,0.0,0.0
13253,valuably,0.0,0.0,1.0,0.5106
13254,core,0.0,1.0,0.0,0.0
13255,fahlunite,0.0,1.0,0.0,0.0
13256,iridian,0.0,1.0,0.0,0.0
13257,ogre,0.0,1.0,0.0,0.0
13258,twopenny,0.0,1.0,0.0,0.0
13259,genterie,0.0,1.0,0.0,0.0
13260,misfortune,0.0,1.0,0.0,0.0
13261,myomorpha,0.0,1.0,0.0,0.0
13262,nummulary,0.0,1.0,0.0,0.0
13263,disapprobatory,0.0,1.0,0.0,0.0
13264,asomatous,0.0,1.0,0.0,0.0
13265,fecial,0.0,1.0,0.0,0.0
13266,vaccination,0.0,1.0,0.0,0.0
13267,ignition,0.0,1.0,0.0,0.0
13268,reimprison,0.0,1.0,0.0,0.0
13269,frumper,0.0,1.0,0.0,0.0
13270,odometrical,0.0,1.0,0.0,0.0
13271,pultaceous,0.0,1.0,0.0,0.0
13272,practicality,0.0,1.0,0.0,0.0
13273,densely,0.0,1.0,0.0,0.0
13274,eyewink,0.0,1.0,0.0,0.0
13275,torulous,0.0,1.0,0.0,0.0
13276,upon,0.0,1.0,0.0,0.0
13277,boyism,0.0,1.0,0.0,0.0
13278,medal play,0.0,0.0,1.0,0.6705
13279,guarantor,0.0,1.0,0.0,0.0
13280,reagree,0.0,1.0,0.0,0.0
13281,decertation,0.0,1.0,0.0,0.0
13282,sudatorium,0.0,1.0,0.0,0.0
13283,surgy,0.0,1.0,0.0,0.0
13284,ocrea,0.0,1.0,0.0,0.0
13285,sharper,0.0,1.0,0.0,0.0
13286,cornercap,0.0,1.0,0.0,0.0
13287,emacerate,0.0,1.0,0.0,0.0
13288,decussated,0.0,1.0,0.0,0.0
13289,perioecians,0.0,1.0,0.0,0.0
13290,exostome,0.0,1.0,0.0,0.0
13291,golgotha,0.0,1.0,0.0,0.0
13292,calcific,0.0,1.0,0.0,0.0
13293,preceptial,0.0,1.0,0.0,0.0
13294,kedge,0.0,1.0,0.0,0.0
13295,episcopalianism,0.0,1.0,0.0,0.0
13296,ploughwright,0.0,1.0,0.0,0.0
13297,solidification,0.0,1.0,0.0,0.0
13298,convoy pennant,0.0,1.0,0.0,0.0
13299,victus,0.0,1.0,0.0,0.0
13300,detonator,0.0,1.0,0.0,0.0
13301,rectress,0.0,1.0,0.0,0.0
13302,cooey,0.0,1.0,0.0,0.0
13303,redan,0.0,1.0,0.0,0.0
13304,guider,0.0,1.0,0.0,0.0
13305,sulcated,0.0,1.0,0.0,0.0
13306,phantom,0.0,1.0,0.0,0.0
13307,probative,0.0,1.0,0.0,0.0
13308,withered,0.0,1.0,0.0,0.0
13309,morosely,0.0,1.0,0.0,0.0
13310,fudge,0.0,1.0,0.0,0.0
13311,reefer,0.0,1.0,0.0,0.0
13312,lacker,0.0,1.0,0.0,0.0
13313,monatomic,0.0,1.0,0.0,0.0
13314,counterbalance,0.0,1.0,0.0,0.0
13315,bawd,0.0,1.0,0.0,0.0
13316,indignantly,0.0,1.0,0.0,0.0
13317,giantess,0.0,1.0,0.0,0.0
13318,news-vnder,0.0,1.0,0.0,0.0
13319,sorance,0.0,1.0,0.0,0.0
13320,entame,0.0,1.0,0.0,0.0
13321,falconer,0.0,1.0,0.0,0.0
13322,vanning,0.0,1.0,0.0,0.0
13323,lithy,0.0,1.0,0.0,0.0
13324,cauterization,0.0,1.0,0.0,0.0
13325,contendent,0.0,1.0,0.0,0.0
13326,bruang,0.0,1.0,0.0,0.0
13327,marysole,0.0,1.0,0.0,0.0
13328,afloat,0.0,1.0,0.0,0.0
13329,disembrangle,0.0,1.0,0.0,0.0
13330,metronomy,0.0,1.0,0.0,0.0
13331,slubbing,0.0,1.0,0.0,0.0
13332,patchingly,0.0,1.0,0.0,0.0
13333,dysphoria,0.0,1.0,0.0,0.0
13334,lamenter,1.0,0.0,0.0,-0.296
13335,medalist,0.0,1.0,0.0,0.0
13336,socialistic,0.0,1.0,0.0,0.0
13337,dad,0.0,1.0,0.0,0.0
13338,galingale,0.0,1.0,0.0,0.0
13339,moonery,0.0,1.0,0.0,0.0
13340,orcadian,0.0,1.0,0.0,0.0
13341,handbarrow,0.0,1.0,0.0,0.0
13342,hype,0.0,1.0,0.0,0.0
13343,solacement,0.0,1.0,0.0,0.0
13344,sea level,0.0,1.0,0.0,0.0
13345,polyzonal,0.0,1.0,0.0,0.0
13346,dichromic,0.0,1.0,0.0,0.0
13347,relativeness,0.0,1.0,0.0,0.0
13348,rotatoria,0.0,1.0,0.0,0.0
13349,self-control,0.0,1.0,0.0,0.0
13350,discage,0.0,1.0,0.0,0.0
13351,tress,0.0,1.0,0.0,0.0
13352,vitrescent,0.0,1.0,0.0,0.0
13353,versionist,0.0,1.0,0.0,0.0
13354,aerodynamics,0.0,1.0,0.0,0.0
13355,contradictorily,1.0,0.0,0.0,-0.2263
13356,engross,0.0,1.0,0.0,0.0
13357,awl,0.0,1.0,0.0,0.0
13358,maintainer,0.0,1.0,0.0,0.0
13359,incarnadine,0.0,1.0,0.0,0.0
13360,identically,0.0,1.0,0.0,0.0
13361,acrimonious,1.0,0.0,0.0,-0.4019
13362,motivate,0.0,0.0,1.0,0.3818
13363,samiot,0.0,1.0,0.0,0.0
13364,plasticity,0.0,1.0,0.0,0.0
13365,celtiberian,0.0,1.0,0.0,0.0
13366,shamefaced,1.0,0.0,0.0,-0.5106
13367,odometrous,0.0,1.0,0.0,0.0
13368,sampan,0.0,1.0,0.0,0.0
13369,inductively,0.0,1.0,0.0,0.0
13370,checkered,0.0,1.0,0.0,0.0
13371,disregard,1.0,0.0,0.0,-0.2732
13372,vulgarize,0.0,1.0,0.0,0.0
13373,immense,0.0,1.0,0.0,0.0
13374,isocheim,0.0,1.0,0.0,0.0
13375,guillemet,0.0,1.0,0.0,0.0
13376,demulcent,0.0,1.0,0.0,0.0
13377,polemarch,0.0,1.0,0.0,0.0
13378,rheumatismoid,0.0,1.0,0.0,0.0
13379,entune,0.0,1.0,0.0,0.0
13380,posthumed,0.0,1.0,0.0,0.0
13381,bos,0.0,1.0,0.0,0.0
13382,jaw-fall,0.0,1.0,0.0,0.0
13383,cymenol,0.0,1.0,0.0,0.0
13384,coexisting,0.0,1.0,0.0,0.0
13385,margravine,0.0,1.0,0.0,0.0
13386,favoritism,0.0,0.0,1.0,0.1779
13387,indusial,0.0,1.0,0.0,0.0
13388,sonance,0.0,1.0,0.0,0.0
13389,wildering,0.0,1.0,0.0,0.0
13390,bottomless,0.0,1.0,0.0,0.0
13391,devergency,0.0,1.0,0.0,0.0
13392,deathbed,0.0,1.0,0.0,0.0
13393,administrate,0.0,1.0,0.0,0.0
13394,climature,0.0,1.0,0.0,0.0
13395,haemochromogen,0.0,1.0,0.0,0.0
13396,tonsorial,0.0,1.0,0.0,0.0
13397,monophanous,0.0,1.0,0.0,0.0
13398,legioned,0.0,1.0,0.0,0.0
13399,versicolor,0.0,1.0,0.0,0.0
13400,home-felt,0.0,1.0,0.0,0.0
13401,outstrip,0.0,1.0,0.0,0.0
13402,speechmaker,0.0,1.0,0.0,0.0
13403,astate,0.0,1.0,0.0,0.0
13404,erythema,0.0,1.0,0.0,0.0
13405,ruttle,0.0,1.0,0.0,0.0
13406,coworker,0.0,1.0,0.0,0.0
13407,bacillar,0.0,1.0,0.0,0.0
13408,attraction sphere,0.0,0.25,0.75,0.4588
13409,gabionade,0.0,1.0,0.0,0.0
13410,pahlevi,0.0,1.0,0.0,0.0
13411,-scope,0.0,1.0,0.0,0.0
13412,stroll,0.0,1.0,0.0,0.0
13413,platband,0.0,1.0,0.0,0.0
13414,curbstone,0.0,1.0,0.0,0.0
13415,prescience,0.0,1.0,0.0,0.0
13416,surmulot,0.0,1.0,0.0,0.0
13417,ticklish,0.0,1.0,0.0,0.0
13418,infidel,0.0,1.0,0.0,0.0
13419,lytta,0.0,1.0,0.0,0.0
13420,vehiculation,0.0,1.0,0.0,0.0
13421,reflectent,0.0,1.0,0.0,0.0
13422,univariant,0.0,1.0,0.0,0.0
13423,boskage,0.0,1.0,0.0,0.0
13424,wheat,0.0,1.0,0.0,0.0
13425,jambooree,0.0,1.0,0.0,0.0
13426,umhofo,0.0,1.0,0.0,0.0
13427,diary,0.0,1.0,0.0,0.0
13428,remissory,0.0,1.0,0.0,0.0
13429,honiton lace,0.0,1.0,0.0,0.0
13430,spongious,0.0,1.0,0.0,0.0
13431,philopena,0.0,1.0,0.0,0.0
13432,gristmill,0.0,1.0,0.0,0.0
13433,treen,0.0,1.0,0.0,0.0
13434,grist,0.0,1.0,0.0,0.0
13435,freebooty,0.0,1.0,0.0,0.0
13436,sevocation,0.0,1.0,0.0,0.0
13437,unwell,0.0,1.0,0.0,0.0
13438,labefaction,0.0,1.0,0.0,0.0
13439,wash,0.0,1.0,0.0,0.0
13440,blastoid,0.0,1.0,0.0,0.0
13441,blossom,0.0,1.0,0.0,0.0
13442,exegetic,0.0,1.0,0.0,0.0
13443,hierogrammatist,0.0,1.0,0.0,0.0
13444,knowleche,0.0,1.0,0.0,0.0
13445,impi,0.0,1.0,0.0,0.0
13446,terreen,0.0,1.0,0.0,0.0
13447,embrangle,0.0,1.0,0.0,0.0
13448,typist,0.0,1.0,0.0,0.0
13449,quid,0.0,1.0,0.0,0.0
13450,alcoranist,0.0,1.0,0.0,0.0
13451,sensific,0.0,1.0,0.0,0.0
13452,pyromania,0.0,1.0,0.0,0.0
13453,brambling,0.0,1.0,0.0,0.0
13454,tenancy,0.0,1.0,0.0,0.0
13455,sneb,0.0,1.0,0.0,0.0
13456,chromule,0.0,1.0,0.0,0.0
13457,efflagitate,0.0,1.0,0.0,0.0
13458,subderisorious,0.0,1.0,0.0,0.0
13459,domain,0.0,1.0,0.0,0.0
13460,cerosin,0.0,1.0,0.0,0.0
13461,protagon,0.0,1.0,0.0,0.0
13462,exposition,0.0,1.0,0.0,0.0
13463,loyalness,0.0,1.0,0.0,0.0
13464,bodkin,0.0,1.0,0.0,0.0
13465,chromoleucite,0.0,1.0,0.0,0.0
13466,tattlery,0.0,1.0,0.0,0.0
13467,shoddy fever,0.0,1.0,0.0,0.0
13468,novilunar,0.0,1.0,0.0,0.0
13469,untwain,0.0,1.0,0.0,0.0
13470,harvestless,0.0,1.0,0.0,0.0
13471,helminthological,0.0,1.0,0.0,0.0
13472,graal,0.0,1.0,0.0,0.0
13473,moste,0.0,1.0,0.0,0.0
13474,defendee,0.0,1.0,0.0,0.0
13475,erd,0.0,1.0,0.0,0.0
13476,herbist,0.0,1.0,0.0,0.0
13477,insane,1.0,0.0,0.0,-0.4019
13478,lapidification,0.0,1.0,0.0,0.0
13479,medle,0.0,1.0,0.0,0.0
13480,cowled,0.0,1.0,0.0,0.0
13481,nasutness,0.0,1.0,0.0,0.0
13482,tapster,0.0,1.0,0.0,0.0
13483,sunna,0.0,1.0,0.0,0.0
13484,synthetically,0.0,1.0,0.0,0.0
13485,epitomator,0.0,1.0,0.0,0.0
13486,far-stretched,0.0,1.0,0.0,0.0
13487,manteltree,0.0,1.0,0.0,0.0
13488,cabalistic,0.0,1.0,0.0,0.0
13489,accentually,0.0,1.0,0.0,0.0
13490,nitranilic,0.0,1.0,0.0,0.0
13491,homely,0.0,1.0,0.0,0.0
13492,fracho,0.0,1.0,0.0,0.0
13493,orsellinic,0.0,1.0,0.0,0.0
13494,balefully,0.0,1.0,0.0,0.0
13495,visionary,0.0,0.0,1.0,0.5267
13496,translatorship,0.0,1.0,0.0,0.0
13497,misalliance,0.0,1.0,0.0,0.0
13498,inculcation,0.0,1.0,0.0,0.0
13499,sectoral,0.0,1.0,0.0,0.0
13500,hijra,0.0,1.0,0.0,0.0
13501,malaria,0.0,1.0,0.0,0.0
13502,abstractitious,0.0,1.0,0.0,0.0
13503,interregency,0.0,1.0,0.0,0.0
13504,seconder,0.0,1.0,0.0,0.0
13505,collimation,0.0,1.0,0.0,0.0
13506,practic,0.0,1.0,0.0,0.0
13507,monophyodont,0.0,1.0,0.0,0.0
13508,tait,0.0,1.0,0.0,0.0
13509,thousandth,0.0,1.0,0.0,0.0
13510,opisthography,0.0,1.0,0.0,0.0
13511,dolerite,0.0,1.0,0.0,0.0
13512,tottery,0.0,1.0,0.0,0.0
13513,formidable,0.0,1.0,0.0,0.0
13514,swanmark,0.0,1.0,0.0,0.0
13515,hippocrene,0.0,1.0,0.0,0.0
13516,majorat,0.0,1.0,0.0,0.0
13517,mesaconate,0.0,1.0,0.0,0.0
13518,renate,0.0,1.0,0.0,0.0
13519,orgyia,0.0,1.0,0.0,0.0
13520,preferably,0.0,1.0,0.0,0.0
13521,woolpack,0.0,1.0,0.0,0.0
13522,two-capsuled,0.0,1.0,0.0,0.0
13523,interloper,0.0,1.0,0.0,0.0
13524,mounted,0.0,1.0,0.0,0.0
13525,lithontriptor,0.0,1.0,0.0,0.0
13526,transferrer,0.0,1.0,0.0,0.0
13527,pyrotartaric,0.0,1.0,0.0,0.0
13528,incarn,0.0,1.0,0.0,0.0
13529,ebullioscope,0.0,1.0,0.0,0.0
13530,bruisewort,0.0,1.0,0.0,0.0
13531,balladry,0.0,1.0,0.0,0.0
13532,sinecurism,0.0,1.0,0.0,0.0
13533,chirurgic,0.0,1.0,0.0,0.0
13534,destroyable,0.0,1.0,0.0,0.0
13535,transatlantic,0.0,1.0,0.0,0.0
13536,foggy,0.0,1.0,0.0,0.0
13537,broadly,0.0,1.0,0.0,0.0
13538,complacency,0.0,1.0,0.0,0.0
13539,lese-majesty,0.0,1.0,0.0,0.0
13540,tandem,0.0,1.0,0.0,0.0
13541,uneven,0.0,1.0,0.0,0.0
13542,mercurammonium,0.0,1.0,0.0,0.0
13543,residentiary,0.0,1.0,0.0,0.0
13544,revenue,0.0,1.0,0.0,0.0
13545,amylaceous,0.0,1.0,0.0,0.0
13546,divest,0.0,1.0,0.0,0.0
13547,grainy,0.0,1.0,0.0,0.0
13548,workhouse,0.0,1.0,0.0,0.0
13549,liefsome,0.0,1.0,0.0,0.0
13550,tour,0.0,1.0,0.0,0.0
13551,horse,0.0,1.0,0.0,0.0
13552,setout,0.0,1.0,0.0,0.0
13553,marionette,0.0,1.0,0.0,0.0
13554,trichinous,0.0,1.0,0.0,0.0
13555,magniloquence,0.0,1.0,0.0,0.0
13556,macrozooespore,0.0,1.0,0.0,0.0
13557,effluviable,0.0,1.0,0.0,0.0
13558,agrostographic,0.0,1.0,0.0,0.0
13559,noncondensing,0.0,1.0,0.0,0.0
13560,millrind,0.0,1.0,0.0,0.0
13561,wailingly,0.0,1.0,0.0,0.0
13562,epipleural,0.0,1.0,0.0,0.0
13563,student,0.0,1.0,0.0,0.0
13564,gentile,0.0,1.0,0.0,0.0
13565,circulet,0.0,1.0,0.0,0.0
13566,language,0.0,1.0,0.0,0.0
13567,flake,0.0,1.0,0.0,0.0
13568,standardize,0.0,1.0,0.0,0.0
13569,red cross,0.0,1.0,0.0,0.0
13570,protuberate,0.0,1.0,0.0,0.0
13571,conte,0.0,1.0,0.0,0.0
13572,connaturally,0.0,1.0,0.0,0.0
13573,hospitalize,0.0,1.0,0.0,0.0
13574,universologist,0.0,1.0,0.0,0.0
13575,edict,0.0,1.0,0.0,0.0
13576,coatless,0.0,1.0,0.0,0.0
13577,notify,0.0,1.0,0.0,0.0
13578,assimulation,0.0,1.0,0.0,0.0
13579,cathode,0.0,1.0,0.0,0.0
13580,bi-,0.0,1.0,0.0,0.0
13581,sixteenth,0.0,1.0,0.0,0.0
13582,revert,0.0,1.0,0.0,0.0
13583,deal,0.0,1.0,0.0,0.0
13584,oilcloth,0.0,1.0,0.0,0.0
13585,canal coal,0.0,1.0,0.0,0.0
13586,dental,0.0,1.0,0.0,0.0
13587,seldseen,0.0,1.0,0.0,0.0
13588,inauspicate,0.0,1.0,0.0,0.0
13589,skeptic,1.0,0.0,0.0,-0.2263
13590,disclaunder,0.0,1.0,0.0,0.0
13591,incircle,0.0,1.0,0.0,0.0
13592,brier,0.0,1.0,0.0,0.0
13593,hexad,0.0,1.0,0.0,0.0
13594,complexionary,0.0,1.0,0.0,0.0
13595,pueblo,0.0,1.0,0.0,0.0
13596,roadster,0.0,1.0,0.0,0.0
13597,inexhaustibility,0.0,1.0,0.0,0.0
13598,allottery,0.0,1.0,0.0,0.0
13599,ranine,0.0,1.0,0.0,0.0
13600,stitcher,0.0,1.0,0.0,0.0
13601,triseralous,0.0,1.0,0.0,0.0
13602,deconsecrate,0.0,1.0,0.0,0.0
13603,shelfy,0.0,1.0,0.0,0.0
13604,sopper,0.0,1.0,0.0,0.0
13605,conservant,0.0,1.0,0.0,0.0
13606,stoichiometric,0.0,1.0,0.0,0.0
13607,herbivorous,0.0,1.0,0.0,0.0
13608,synantherous,0.0,1.0,0.0,0.0
13609,billman,0.0,1.0,0.0,0.0
13610,monifier,0.0,1.0,0.0,0.0
13611,concretion,0.0,1.0,0.0,0.0
13612,instantly,0.0,1.0,0.0,0.0
13613,sawyer,0.0,1.0,0.0,0.0
13614,vitiation,0.0,1.0,0.0,0.0
13615,embryogeny,0.0,1.0,0.0,0.0
13616,ooetooid,0.0,1.0,0.0,0.0
13617,gnathonical,0.0,1.0,0.0,0.0
13618,rhaetian,0.0,1.0,0.0,0.0
13619,adventitious,0.0,1.0,0.0,0.0
13620,confineless,0.0,1.0,0.0,0.0
13621,genealogy,0.0,1.0,0.0,0.0
13622,fugacy,0.0,1.0,0.0,0.0
13623,agreeable,0.0,0.0,1.0,0.4215
13624,intempestivity,0.0,1.0,0.0,0.0
13625,prame,0.0,1.0,0.0,0.0
13626,sapucaia,0.0,1.0,0.0,0.0
13627,autoplasty,0.0,1.0,0.0,0.0
13628,alderman,0.0,1.0,0.0,0.0
13629,geography,0.0,1.0,0.0,0.0
13630,water rail,0.0,1.0,0.0,0.0
13631,excoct,0.0,1.0,0.0,0.0
13632,ganocephala,0.0,1.0,0.0,0.0
13633,maybe,0.0,1.0,0.0,0.0
13634,sapindaceous,0.0,1.0,0.0,0.0
13635,giver,0.0,0.0,1.0,0.34
13636,loquaciousness,0.0,1.0,0.0,0.0
13637,cycloidei,0.0,1.0,0.0,0.0
13638,fumed oak,0.737,0.263,0.0,-0.4215
13639,pump,0.0,1.0,0.0,0.0
13640,disinclination,0.0,1.0,0.0,0.0
13641,feracity,0.0,1.0,0.0,0.0
13642,allonym,0.0,1.0,0.0,0.0
13643,tonous,0.0,1.0,0.0,0.0
13644,hornblower,0.0,1.0,0.0,0.0
13645,coralliferous,0.0,1.0,0.0,0.0
13646,overvaluation,0.0,1.0,0.0,0.0
13647,dismarry,0.0,1.0,0.0,0.0
13648,intermundane,0.0,1.0,0.0,0.0
13649,obtusity,0.0,1.0,0.0,0.0
13650,ascription,0.0,1.0,0.0,0.0
13651,bejuco,0.0,1.0,0.0,0.0
13652,counterfeitly,0.0,1.0,0.0,0.0
13653,mammee,0.0,1.0,0.0,0.0
13654,rump-fed,0.0,1.0,0.0,0.0
13655,saponacity,0.0,1.0,0.0,0.0
13656,wait,0.0,1.0,0.0,0.0
13657,ren,0.0,1.0,0.0,0.0
13658,ministration,0.0,1.0,0.0,0.0
13659,thus,0.0,1.0,0.0,0.0
13660,cinchona,0.0,1.0,0.0,0.0
13661,marie,0.0,1.0,0.0,0.0
13662,logics,0.0,1.0,0.0,0.0
13663,psyche,0.0,1.0,0.0,0.0
13664,quarry-faced,0.0,1.0,0.0,0.0
13665,bolection,0.0,1.0,0.0,0.0
13666,gedd,0.0,1.0,0.0,0.0
13667,shifter,0.0,1.0,0.0,0.0
13668,symbolization,0.0,1.0,0.0,0.0
13669,microseismology,0.0,1.0,0.0,0.0
13670,cognition,0.0,1.0,0.0,0.0
13671,abevacuation,0.0,1.0,0.0,0.0
13672,alveolate,0.0,1.0,0.0,0.0
13673,overdrown,0.0,1.0,0.0,0.0
13674,pyritize,0.0,1.0,0.0,0.0
13675,caveator,0.0,1.0,0.0,0.0
13676,stephanion,0.0,1.0,0.0,0.0
13677,anergy,0.0,1.0,0.0,0.0
13678,voiceful,0.0,1.0,0.0,0.0
13679,floricomous,0.0,1.0,0.0,0.0
13680,fetich,0.0,1.0,0.0,0.0
13681,plaided,0.0,1.0,0.0,0.0
13682,washout,0.0,1.0,0.0,0.0
13683,school,0.0,1.0,0.0,0.0
13684,lep,0.0,1.0,0.0,0.0
13685,disparkle,0.0,1.0,0.0,0.0
13686,arpentator,0.0,1.0,0.0,0.0
13687,bankruptcy,0.0,1.0,0.0,0.0
13688,premonishment,0.0,1.0,0.0,0.0
13689,sclerotical,0.0,1.0,0.0,0.0
13690,anharmonic,0.0,1.0,0.0,0.0
13691,clandestinity,0.0,1.0,0.0,0.0
13692,ridotto,0.0,1.0,0.0,0.0
13693,minister,0.0,1.0,0.0,0.0
13694,lapillation,0.0,1.0,0.0,0.0
13695,purge,0.0,1.0,0.0,0.0
13696,troupial,0.0,1.0,0.0,0.0
13697,laxativeness,0.0,1.0,0.0,0.0
13698,mention,0.0,1.0,0.0,0.0
13699,prohibit,0.0,1.0,0.0,0.0
13700,aponeurotomy,0.0,1.0,0.0,0.0
13701,confiscate,0.0,1.0,0.0,0.0
13702,mity,0.0,1.0,0.0,0.0
13703,invitation,0.0,1.0,0.0,0.0
13704,oxbiter,0.0,1.0,0.0,0.0
13705,alkalescence,0.0,1.0,0.0,0.0
13706,baboonish,0.0,1.0,0.0,0.0
13707,fusion,0.0,1.0,0.0,0.0
13708,institutive,0.0,1.0,0.0,0.0
13709,wrannock,0.0,1.0,0.0,0.0
13710,triglyceride,0.0,1.0,0.0,0.0
13711,illicium,0.0,1.0,0.0,0.0
13712,brangler,0.0,1.0,0.0,0.0
13713,intercarpal,0.0,1.0,0.0,0.0
13714,necromancer,0.0,1.0,0.0,0.0
13715,dishful,0.0,1.0,0.0,0.0
13716,amphioxus,0.0,1.0,0.0,0.0
13717,sovran,0.0,1.0,0.0,0.0
